StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q13,Q5,Q6,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q15,1_Q16_First Click,1_Q16_Last Click,1_Q16_Page Submit,1_Q16_Click Count,1_Q10_1,2_Q16_First Click,2_Q16_Last Click,2_Q16_Page Submit,2_Q16_Click Count,2_Q10_1,3_Q16_First Click,3_Q16_Last Click,3_Q16_Page Submit,3_Q16_Click Count,3_Q10_1,4_Q16_First Click,4_Q16_Last Click,4_Q16_Page Submit,4_Q16_Click Count,4_Q10_1,5_Q16_First Click,5_Q16_Last Click,5_Q16_Page Submit,5_Q16_Click Count,5_Q10_1,6_Q16_First Click,6_Q16_Last Click,6_Q16_Page Submit,6_Q16_Click Count,6_Q10_1,7_Q16_First Click,7_Q16_Last Click,7_Q16_Page Submit,7_Q16_Click Count,7_Q10_1,8_Q16_First Click,8_Q16_Last Click,8_Q16_Page Submit,8_Q16_Click Count,8_Q10_1,9_Q16_First Click,9_Q16_Last Click,9_Q16_Page Submit,9_Q16_Click Count,9_Q10_1,10_Q16_First Click,10_Q16_Last Click,10_Q16_Page Submit,10_Q16_Click Count,10_Q10_1,11_Q16_First Click,11_Q16_Last Click,11_Q16_Page Submit,11_Q16_Click Count,11_Q10_1,12_Q16_First Click,12_Q16_Last Click,12_Q16_Page Submit,12_Q16_Click Count,12_Q10_1,13_Q16_First Click,13_Q16_Last Click,13_Q16_Page Submit,13_Q16_Click Count,13_Q10_1,14_Q16_First Click,14_Q16_Last Click,14_Q16_Page Submit,14_Q16_Click Count,14_Q10_1,15_Q16_First Click,15_Q16_Last Click,15_Q16_Page Submit,15_Q16_Click Count,15_Q10_1,PROLIFIC_PID
2019-02-23 19:08:48,2019-02-23 19:09:41,IP Address,160.5.86.5,100,52,True,2019-02-23 19:09:41,R_0Hxd9F27C7KcytP,,,,,53.0155029296875,-2.2393035888671875,anonymous,EN,I consent to participate.,Yes,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c251fdd17d86a00017d3c96
2019-02-23 19:07:17,2019-02-23 19:09:54,IP Address,82.47.32.206,100,157,True,2019-02-23 19:09:55,R_1gpgwrLH56hLnbJ,,,,,52.6295013427734375,1.2808074951171875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b720009242ef900012f6af9,20,Female,28.946,28.946,31.171,1,Yes,0.021,4.005,5.169,2,85,3.831,3.831,5.027,1,-50,3,4.02,4.788,2,-24,2.407,3.789,4.275,2,28,2.38,2.38,3.134,1,53,2.978,2.978,4.436,1,-24,3.349,3.349,4.944,1,-78,2.263,2.263,3.654,1,53,2.373,2.373,3.656,1,6,7.447,7.447,8.325,1,29,2.203,2.203,3.201,1,74,2.313,2.313,3.489,1,-32,3.838,3.838,5.325,1,100,2.686,2.686,4.21,1,-64,2.568,6.926,7.878,3,47,5b720009242ef900012f6af9
2019-02-23 19:09:10,2019-02-23 19:11:55,IP Address,146.66.52.126,100,165,True,2019-02-23 19:11:56,R_10BHDF3AAHGNVz8,,,,,52.4272003173828125,-1.84320068359375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c27d5e21d4eb70001177422,22,Female,29.364,41.331,44.452,3,No,0.951,3.616,4.211,4,-100,0.343,3.174,3.794,4,-100,0.701,2.872,3.942,3,5,0.411,7.38,8.141,10,-42,0.96,4.456,5.125,6,9,0.771,3.317,3.893,4,7,0.411,3.614,4.695,3,-27,1.77,6.162,6.552,6,-95,0.866,4.062,5.131,5,-77,0.546,3.455,4.157,5,-60,0.583,3.517,4.287,3,-20,0.729,5.134,6.865,5,-52,0.435,4.905,5.454,5,-52,0.712,3.547,3.937,6,100,0.512,1.187,1.965,2,100,5c27d5e21d4eb70001177422
2019-02-23 19:06:50,2019-02-23 19:13:40,IP Address,86.29.109.39,100,409,True,2019-02-23 19:13:41,R_3nAUkp4LpVGTz5L,,,,,51.7971038818359375,-1.185394287109375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5ac228c50527ba0001c1f6bb,24,Female,6.554,86.972,89.893,4,No,2.461,4.735,5.793,2,-49,2.529,2.529,3.752,1,-100,2.873,2.873,4.371,1,37,3.498,3.498,4.751,1,42,4.962,4.962,5.675,1,94,2.909,2.909,4.264,1,80,2.531,2.531,3.369,1,65,5.233,5.233,6.638,1,45,2.758,6.614,7.692,3,-54,2.417,2.417,3.937,1,-100,2.83,2.83,3.755,1,40,2.169,2.169,3.624,1,15,3.992,3.992,5.567,1,-67,1.929,1.929,2.768,1,100,2.468,2.468,3.199,1,100,5ac228c50527ba0001c1f6bb
2019-02-23 19:12:51,2019-02-23 19:14:01,IP Address,80.229.169.214,100,70,True,2019-02-23 19:14:02,R_1F4dHWCPC8e6dvj,,,,,51.4499969482421875,-0.283294677734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b2387f1a8090c0001e61c78
2019-02-23 19:12:20,2019-02-23 19:14:21,IP Address,86.0.163.186,100,120,True,2019-02-23 19:14:23,R_6R7pXsrVFMgY2D7,,,,,52.6049041748046875,-1.1488037109375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b3b8b8206f9f90001fbb8b5,19,Female,0.304,26.404,27.191,31,Yes,0.406,5.909,5.949,10,70,0.337,1.863,2.135,3,73,0.264,6.936,6.986,9,13,0.244,3.626,4.547,6,35,0.494,2.635,2.908,3,35,0.331,2.513,2.835,6,-16,0.333,2.35,2.586,3,18,0.304,2.734,3.845,3,18,0.388,2.137,2.407,3,54,0.473,1.756,2.052,3,92,0.164,2.4,2.662,3,-27,0.328,1.999,2.882,3,-34,0.353,1.94,4.254,3,40,0.607,4.499,4.808,5,17,0.241,5.459,5.746,8,8,5b3b8b8206f9f90001fbb8b5
2019-02-23 19:14:22,2019-02-23 19:15:02,IP Address,81.99.110.235,100,39,True,2019-02-23 19:15:03,R_2uWmK8rfOw1X6dQ,,,,,51.516693115234375,-0.216705322265625,anonymous,EN,I consent to participate.,Yes,Yes,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bf204dd9d8db10001751b47
2019-02-23 19:13:57,2019-02-23 19:15:55,IP Address,131.111.5.181,100,117,True,2019-02-23 19:15:56,R_8wX2tlzsnbORMAh,,,,,52.1909942626953125,0.1248931884765625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bcdb99f3a99c4000153d33c,22,Male,16.274,16.274,21.496,1,No,3.236,4.772,5.698,2,-87,1.045,2.117,2.9,2,-100,1.116,1.116,1.937,1,-100,1.762,1.762,3.063,1,-100,2.898,2.898,3.759,1,56,1.281,1.281,2.015,1,43,1.158,1.158,1.869,1,71,1.355,2.787,3.423,2,65,1.476,1.476,2.25,1,-100,0.698,0.698,1.503,1,-100,1.331,2.035,2.432,2,-73,1.718,1.718,2.628,1,-65,1.27,1.27,1.932,1,-34,1.956,1.956,2.713,1,-34,1.449,1.449,2.351,1,-41,5bcdb99f3a99c4000153d33c
2019-02-23 19:13:39,2019-02-23 19:16:13,IP Address,86.132.85.62,100,153,True,2019-02-23 19:16:14,R_2UcrMgvG7VyUSLC,,,,,51.765106201171875,0.47259521484375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b65b2773662a8000158c788,23,Female,6.107,47.81,48.69,14,No,1.234,3.701,4.101,5,-24,0.72,1.987,2.466,4,-64,0.507,1.789,2.822,3,54,0.475,3.162,4.49,6,22,0.87,1.954,2.471,4,97,0.52,2.604,3.989,6,54,3.409,8.091,9.256,6,51,0.806,2.453,2.901,3,40,0.606,2.238,2.701,5,-72,0.612,1.861,2.808,3,-82,0.521,1.805,2.289,4,-41,0.51,4.224,4.911,10,-51,0.612,1.829,2.258,4,-34,0.543,2.661,3.095,5,53,0.626,1.875,2.412,3,55,5b65b2773662a8000158c788
2019-02-23 19:13:38,2019-02-23 19:16:19,IP Address,85.211.236.238,100,161,True,2019-02-23 19:16:20,R_3g7vTwDg8t0Yf8f,,,,,51.49420166015625,-0.22320556640625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c406396e144310001072059,21,Female,13.985,28.268,30.327,2,No,2.935,2.935,4.158,1,15,1.69,1.69,2.813,1,100,2.748,8.454,9.845,3,44,2.149,2.149,3.509,1,38,3.109,3.109,4.256,1,-41,2.153,2.153,4.297,1,-42,3.12,3.12,4.467,1,28,5.535,6.632,7.967,2,40,4.871,4.871,6.183,1,39,2.92,2.92,4.164,1,45,2.637,2.637,4.192,1,-42,2.745,2.745,3.74,1,-34,4.268,5.58,6.926,2,-78,1.815,1.815,3.256,1,100,1.735,1.735,3.079,1,100,5c406396e144310001072059
2019-02-23 19:12:37,2019-02-23 19:16:34,IP Address,78.150.245.37,100,237,True,2019-02-23 19:16:35,R_1Nt5QUKJQCOdC6e,,,,,53.4524993896484375,-2.6396026611328125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c4a3ec9f117b1000134159f,18,Female,24.117,66.552,67.126,13,Yes,1.417,4.551,5.135,3,0,0.655,2.488,4.481,3,0,1.085,2.813,3.434,2,-100,0.64,4.073,5.489,6,-100,0.546,3.252,3.7,5,61,0.608,3.276,4.558,4,52,1.278,2.51,3.801,2,-100,2.233,9.113,9.179,7,-100,0.813,3.84,4.259,4,100,0.739,2.581,4.481,5,0,0.722,3.377,3.925,4,-100,0.49,10.498,10.562,12,0,1.064,2.293,2.916,2,-100,1.53,10.133,10.992,10,-100,17.455,22.304,22.872,6,-100,5c4a3ec9f117b1000134159f
2019-02-23 19:15:54,2019-02-23 19:18:19,IP Address,82.47.5.97,100,145,True,2019-02-23 19:18:22,R_2PhUaIxfxTJm1OU,,,,,51.4552001953125,-2.5966033935546875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5be742dd0e366e000175c8ba,18,Male,2.409,28.752,31.02,29,No,2.161,2.161,3.553,1,-100,2.165,3.217,4.15,3,-100,2.532,2.532,3.526,1,53,2.076,2.076,3.09,1,51,3.074,3.074,4.226,1,-19,1.446,3.694,4.452,2,-12,1.836,2.775,3.25,2,84,1.973,1.973,2.966,1,29,1.749,3.596,4.489,3,-100,2.159,2.159,3.527,1,-100,1.294,1.294,2.465,1,100,1.844,1.844,2.992,1,50,2.446,2.446,3.344,1,-72,1.578,1.578,2.571,1,43,2.288,2.288,3.442,1,4,5be742dd0e366e000175c8ba
2019-02-23 19:17:47,2019-02-23 19:18:21,IP Address,94.197.121.43,100,34,True,2019-02-23 19:18:22,R_33d1Mp18MfTuNIq,,,,,51.47430419921875,-0.092803955078125,anonymous,EN,I consent to participate.,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b7574927b4cff000177d2e0
2019-02-23 19:17:05,2019-02-23 19:19:20,IP Address,81.129.225.112,100,135,True,2019-02-23 19:19:21,R_2xWYUY9zWWpkZCk,,,,,52.1833038330078125,-2.8000030517578125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c536487b78e9500010dc0a1,18,Male,5.076,28.61,30.344,7,No,1.164,3.601,5.872,5,-100,0.525,2.001,2.84,4,-98,0.498,1.424,2.411,2,95,0.666,1.26,2.823,3,38,0.34,2.535,3.208,8,73,0.267,1.077,2.257,2,35,0.356,1.64,1.677,4,38,0.368,1.301,2.647,2,-28,0.649,1.65,3.47,3,-70,0.592,1.4,2.105,3,-100,0.356,1.599,2.393,4,100,0.341,1.074,2.524,3,82,0.43,4.949,6.253,7,-82,0.425,1.047,1.787,3,46,0.346,3.901,4.814,9,0,5c536487b78e9500010dc0a1
2019-02-23 19:18:06,2019-02-23 19:19:45,IP Address,92.234.208.211,100,99,True,2019-02-23 19:19:48,R_1gOud7sSolJef2h,,,,,53.393096923828125,-1.545196533203125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bec31d644d77f0001fa4ecb,20,Male,21.002,26.277,27.246,2,No,1.429,2.127,2.425,2,-95,2.075,2.075,2.643,1,-82,2.493,2.493,3.176,1,38,2.114,3.596,3.809,3,42,1.923,1.923,2.414,1,64,2.325,2.325,2.914,1,56,1.421,1.421,1.815,1,100,1.387,1.387,2.02,1,65,2.178,2.693,2.88,2,-57,1.231,1.231,2.272,1,-89,1.028,1.508,1.853,2,100,2.385,2.385,3.028,1,100,1.763,2.967,3.591,2,-94,2.264,2.264,2.809,1,100,2.778,3.53,4.051,2,46,5bec31d644d77f0001fa4ecb
2019-02-23 19:19:12,2019-02-23 19:19:45,IP Address,92.237.198.105,100,33,True,2019-02-23 19:19:48,R_1QfqgEC0D5JmHlR,,,,,52.439300537109375,-1.9402008056640625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bcdb77958fc6c00017b3ed2
2019-02-23 19:16:57,2019-02-23 19:20:32,IP Address,2.97.89.59,100,214,True,2019-02-23 19:20:32,R_8f6dO4DrBs048Wl,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5a05f0e7753400011c956c,22,Male,56.835,56.835,58.715,1,No,2.951,3.296,5.246,2,11,2.557,2.557,4.237,1,-58,2.515,2.515,3.942,1,14,2.933,2.933,5.236,1,13,3.574,5.29,7.128,2,63,2.957,5.283,6.522,2,78,3.311,3.311,4.317,1,-55,2.135,2.135,4.028,1,-46,2.622,2.622,4.448,1,-23,2.289,2.289,3.649,1,33,2.535,2.535,3.865,1,52,2.137,2.137,3.742,1,36,2.576,2.576,4.561,1,12,2.329,2.329,4.448,1,46,6.416,6.416,8.52,1,20,5c5a05f0e7753400011c956c
2019-02-23 19:17:14,2019-02-23 19:21:03,IP Address,86.155.200.108,100,228,True,2019-02-23 19:21:04,R_28IKV0qSoK6u1ge,,,,,53.7834930419921875,-1.78509521484375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,59539359e59b950001b512b7,22,Male,1.018,21.87,26.081,18,No,1.606,5.273,5.767,4,-55,0.626,27.998,28.799,5,55,0.501,2.619,3.211,3,57,1.596,7.366,8.156,5,68,0.216,4.53,5.088,5,51,0.176,1.776,2.975,3,48,1.274,5.023,6.414,5,58,17.162,32.529,32.962,11,70,0.577,3.61,4.022,5,-60,2.351,7.067,7.558,4,-41,0.285,4.298,4.839,3,66,0.044,4.051,4.48,6,56,0.2,2.449,2.492,4,-65,0.013,1.796,2.197,3,79,0.086,1.807,2.222,3,45,59539359e59b950001b512b7
2019-02-23 19:17:18,2019-02-23 19:21:34,IP Address,86.152.4.129,100,255,True,2019-02-23 19:21:35,R_sBBYUhiLXRQPuvv,,,,,51.578704833984375,-1.783294677734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5be0b3d439bd3f000110d652,28,Female,7.638,46.455,47.09,11,No,0.568,4.184,4.582,7,-88,0.855,3.488,3.89,4,-100,3.083,13.747,14.072,10,5,0.355,4.407,4.837,5,1,0.201,3.21,4.314,5,84,0.488,1.639,1.921,3,92,0.579,2.04,2.376,3,-77,1.17,3.189,3.536,3,-85,0.903,2.17,2.502,3,-100,0.41,3.893,4.107,6,-100,1.005,2.356,2.609,3,76,0.63,2.53,2.562,5,100,0.301,2.614,2.949,3,32,0.738,1.97,2.344,3,84,0.762,2.612,2.944,4,66,5be0b3d439bd3f000110d652
2019-02-23 19:19:54,2019-02-23 19:22:57,IP Address,213.205.241.162,100,182,True,2019-02-23 19:22:58,R_3RrYIeqYd5VhXNE,,,,,55.8166961669921875,-4.016693115234375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,56eed690524cc0000c5fb423,21,Female,2.276,20.292,20.718,10,No,0.897,7.01,7.495,9,48,1.143,2.594,3.16,3,52,2.035,7.713,8.181,7,59,0.747,4.732,5.023,4,76,0.66,2.495,2.534,3,100,0.693,6.193,6.725,7,97,3.945,8.342,8.876,5,88,0.679,2.095,2.54,3,63,1.048,2.851,3.357,4,100,2.705,6.235,6.603,6,77,0.703,4.068,4.572,4,89,2.686,9.272,15.75,5,87,1.392,6.779,7.349,6,-62,4.657,13.841,14.345,5,89,0.926,2.224,2.501,3,100,56eed690524cc0000c5fb423
2019-02-23 19:19:35,2019-02-23 19:23:06,IP Address,86.22.225.154,100,211,True,2019-02-23 19:23:07,R_1DOvNj5t82SE7qs,,,,,53.4170074462890625,-2.23150634765625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bfbd647bc90460001b4be15,23,Female,2.905,70.992,75.601,19,No,0.591,2.407,3.321,3,-42,1.031,3.602,4.106,3,-100,0.645,3.98,5.705,3,64,0.659,6.378,8.024,7,0,0.489,1.686,2.274,3,100,1.369,4.08,4.605,4,100,0.581,1.366,2.793,2,100,2.998,5.596,6.225,4,43,0.848,4.63,5.12,4,14,0.663,3.181,4.426,4,-69,0.537,2.142,2.659,3,-57,0.482,3.2,3.791,4,-100,0.538,3.793,4.1,3,-25,0.643,1.683,4.269,2,59,0.75,6.164,6.727,9,36,5bfbd647bc90460001b4be15
2019-02-23 19:19:39,2019-02-23 19:23:10,IP Address,2.27.86.96,100,210,True,2019-02-23 19:23:10,R_3OoDfhqR1arYSk5,,,,,53.2071990966796875,-4.1118011474609375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c23dd882214340001d0f9d2,22,Male,43.767,43.767,45.184,1,No,3.917,3.917,4.836,1,-71,2.643,2.643,3.421,1,47,2.758,2.758,3.608,1,45,1.914,1.914,2.748,1,41,1.601,2.591,3.565,2,71,2.197,2.197,3.2,1,82,2.182,2.182,3.288,1,98,2.373,4.323,5.127,2,95,2.024,3.123,3.612,2,-100,2.97,2.97,3.923,1,32,3.737,3.737,4.701,1,-57,6.149,6.149,7.046,1,-56,3.855,3.855,5.146,1,81,3.008,3.008,4.114,1,9,2.172,2.172,3.342,1,13,5c23dd882214340001d0f9d2
2019-02-23 19:21:08,2019-02-23 19:23:15,IP Address,90.254.120.214,100,127,True,2019-02-23 19:23:16,R_2cqrjLdth90WkZn,,,,,53.451904296875,-2.0565948486328125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c40dea5f374a90001622c8e,18,Female,1.107,19.27,20.928,17,No,0.603,1.686,3.451,2,91,0.53,2.665,3.865,4,20,0.262,2.529,2.907,6,33,0.492,2.574,3.047,4,36,0.39,3.673,4.072,5,62,0.354,2.291,2.746,4,77,0.349,2.349,2.833,3,27,0.359,3.724,4.704,4,20,0.467,5.634,6.065,9,25,0.388,2.137,2.802,3,-51,0.387,1.905,2.253,4,100,0.227,1.412,1.832,3,100,0.404,1.757,2.234,3,18,0.709,3.713,4.302,3,-27,0.441,3.14,3.806,3,-32,5c40dea5f374a90001622c8e
2019-02-23 19:19:34,2019-02-23 19:23:25,IP Address,86.144.219.198,100,230,True,2019-02-23 19:23:25,R_Ayx7L1hurzUkcgh,,,,,55.847900390625,-4.3502960205078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b800532b35715000135766a,25,Female,12.532,46.813,49.954,10,No,0.956,2.861,3.174,4,-100,3.706,9.158,9.591,4,-100,0.871,2.889,4.466,3,-20,0.756,4.253,4.797,4,-45,0.584,4.634,5.081,3,53,0.399,3.704,3.745,3,-1,0.472,5.585,6.661,8,71,0.626,2.76,3.179,3,-2,0.617,2.764,3.162,5,38,0.868,4.557,4.589,5,-3,0.534,2.36,2.816,3,-27,0.659,4.377,4.742,5,-55,0.701,2.483,2.882,3,-100,0.54,7.474,7.886,5,36,0.451,2.217,2.569,3,-62,5b800532b35715000135766a
2019-02-23 19:21:31,2019-02-23 19:23:32,IP Address,86.8.201.244,100,121,True,2019-02-23 19:23:33,R_2aruOlhGaUej0Ay,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c3f05c38cb6f5000180a84e,23,Female,3.974,19.14,20.71,9,No,0.447,1.93,3.064,3,100,0.543,2.324,2.689,3,100,0.389,1.154,1.64,2,26,0.367,1.717,3.082,3,27,0.38,3.448,3.905,6,43,0.828,1.627,3.803,2,100,0.862,8.542,10.242,11,-38,0.51,2.394,2.894,3,32,0.379,1.778,2.177,3,100,0.511,2.429,2.83,3,49,0.363,1.813,2.264,3,61,0.569,2.155,2.403,3,100,0.49,4.077,4.667,5,12,0.753,2.67,3.171,4,100,1.455,5.886,6.858,3,100,5c3f05c38cb6f5000180a84e
2019-02-23 19:21:09,2019-02-23 19:23:34,IP Address,5.151.92.96,100,144,True,2019-02-23 19:23:34,R_3j1hmR6DxPZ7j3f,,,,,53.4105987548828125,-2.9779052734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c4b3aeb34ee9300011cc5a8,20,Female,2.881,26.856,43.433,32,Yes,0.43,1.668,2.184,3,-100,0.311,5.131,5.534,9,70,0.263,1.621,2.063,2,-56,1.343,3.304,3.825,3,-52,0.401,1.866,2.312,3,100,0.258,1.686,2.25,3,100,1.272,4.949,5.747,6,91,2.835,5.677,6.32,6,84,0.322,2.264,2.737,6,-79,0.251,6.201,6.8,10,-67,0.296,2.121,4.113,3,100,0.864,3.19,3.68,5,100,0.254,1.989,2.462,3,55,0.474,1.604,2.166,3,97,0.442,2.133,3.289,5,60,5c4b3aeb34ee9300011cc5a8
2019-02-23 19:23:58,2019-02-23 19:24:15,IP Address,217.46.139.171,100,17,True,2019-02-23 19:24:16,R_Ad5cCvbnWpNti4p,,,,,52.805206298828125,-2.11639404296875,anonymous,EN,I consent to participate.,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c65901e2f6d5e000174bdbf
2019-02-23 19:25:06,2019-02-23 19:25:25,IP Address,79.64.93.147,100,18,True,2019-02-23 19:25:26,R_pEgCMBFRGVhbpPb,,,,,54.0684051513671875,-2.8610992431640625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599973b4336b6b000159e62d
2019-02-23 19:25:27,2019-02-23 19:25:49,IP Address,193.61.207.177,100,22,True,2019-02-23 19:25:49,R_3Dvvq0zdaWUrmGW,,,,,51.5164031982421875,-0.0930023193359375,anonymous,EN,I consent to participate.,Yes,Yes,No,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c12a25e7bdbc70001e58e72
2019-02-23 19:21:27,2019-02-23 19:26:54,IP Address,80.5.219.42,100,327,True,2019-02-23 19:26:55,R_1rkO8aiVyYLrKY4,,,,,52.233306884765625,0.149993896484375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c37a9becae26e0001321e7c,21,Female,18.011,168.238,172.587,8,No,8.749,12.265,12.88,5,-24,0.347,3.445,3.768,5,83,0.755,3.001,3.584,4,38,0.308,1.589,2.153,4,78,0.518,2.238,4.107,6,100,0.263,1.297,2.072,3,100,13.542,18.155,18.208,3,40,0.444,1.715,8.616,4,58,1.058,2.279,2.812,3,-35,0.435,3.881,5.746,5,2,0.365,2.685,4.069,7,95,0.39,1.41,4.557,4,63,0.218,1.8,3.008,3,-26,0.476,2.279,2.778,5,87,24.274,25.246,25.884,4,68,5c37a9becae26e0001321e7c
2019-02-23 19:25:36,2019-02-23 19:28:17,IP Address,2.124.239.188,100,160,True,2019-02-23 19:28:17,R_3r26NLF7G8TnzFl,,,,,53.820098876953125,-1.570404052734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c64981ca98f0700010f8c81,25,Other,9.079,17.109,28.989,5,No,1.181,3.48,4.533,2,-100,0.763,2.834,4.121,2,-100,0.664,5.792,7.093,5,64,0.761,5.706,7.389,4,1,0.542,3.302,4.511,3,93,0.774,3.007,4.345,3,24,2.009,5.691,6.446,2,95,1.418,4.291,5.375,2,89,0.884,2.629,3.914,2,-100,0.996,2.958,4.17,2,-100,0.943,4.015,5.133,2,37,5.198,5.198,6.489,1,-66,2.41,5.018,6.463,2,-46,0.651,2.65,3.973,2,81,0.608,3.027,4.777,3,8,5c64981ca98f0700010f8c81
2019-02-23 19:25:54,2019-02-23 19:28:18,IP Address,86.31.127.226,100,143,True,2019-02-23 19:28:18,R_1mKL8IoF245sSGh,,,,,55.6194000244140625,-4.6551055908203125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c1982982946250001129e32,22,Female,3.394,21.472,22.502,21,No,0.659,6.24,6.753,7,16,0.687,3.185,3.749,5,16,0.557,1.393,2.412,3,28,1.315,6.949,9.102,10,27,0.889,2.79,3.388,3,25,0.7,3.109,3.957,4,28,1.273,4.39,4.997,6,21,0.779,3.208,3.938,4,15,1.331,5.002,5.979,6,49,0.723,2.338,2.855,4,18,1.425,2.672,3.289,3,-42,0.831,3.414,4.083,5,-29,2.226,4.584,5.479,4,-95,0.917,3.466,4.036,5,71,0.665,1.909,2.604,3,67,5c1982982946250001129e32
2019-02-23 19:26:23,2019-02-23 19:29:45,IP Address,86.143.96.29,100,202,True,2019-02-23 19:29:46,R_CeT1ZxoW9y0uI2B,,,,,54.766693115234375,-5.766693115234375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bdd890c64a8df00016260bb,19,Female,3.252,32.619,33.922,11,Yes,1.608,2.907,4.185,2,63,1.78,4.581,5.755,4,9,3.088,5.016,6.305,2,88,1.795,3.198,4.452,2,84,1.625,6.277,7.852,5,46,2.619,5.369,6.509,4,47,1.736,6.066,8.61,4,34,1.998,4.223,5.78,3,16,1.83,3.769,5.741,2,0,2.007,4.129,5.488,3,77,7.504,12,13.402,4,6,2.648,6.324,7.432,3,4,1.39,3.602,5.589,2,0,1.68,2.606,3.75,2,86,1.877,3.163,4.356,2,89,5bdd890c64a8df00016260bb
